source,category,title,target_raw,content,tags
연수원교육과정,해기사/직무 자격과정,4급면허취득원격교육(상선항해),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 4급 항해사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:DL03
연수원교육과정,해기사/직무 자격과정,5급면허취득원격교육(상선기관),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 5급 기관사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:DL06
연수원교육과정,해기사/직무 자격과정,5급면허취득원격교육(상선항해),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 5급 항해사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:DL05
연수원교육과정,해기사/직무 자격과정,6급면허취득원격교육(상선기관),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 6급 기관사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:DL08
연수원교육과정,해기사/직무 자격과정,6급면허취득원격교육(상선항해),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 6급 항해사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:DL07
연수원교육과정,해기사/직무 자격과정,5급면허취득교육(항해선과 비항해선인 상선기관 및 항해선인 어선기관),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 5급 기관사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:LN52
연수원교육과정,해기사/직무 자격과정,5급면허취득교육(항해선과 비항해선인 상선항해),성인(직업인),지정교육기관에서 정규 해기사양성교육을 이수하지 않은 자로서 5급 항해사의 해기사 면허시험에 합격한 자에 대하여 체계적인 교육을 실시함으로써 우수한 해기사의 자질을 갖추도록 함 (해기사 시험 합격전.후 교육이수 가능),과정코드:LN51
연수원교육과정,해기사/직무 자격과정,교류교육(상선면허취득),성인(직업인),어선 해기사 면허 소지자가 교류시험에 의거 동급이하의 상선 해기사 면허시험에 합격하고 상선에 승무하고자 하는 경우 교류시험에 포함되지 않는 과목 및 상선실무 교육을 실시함으로써 상선 해기사로서의 자질을 갖추도록 함.,과정코드:LN73
연수원교육과정,해기사/직무 자격과정,기초안전교육,성인(직업인),"선원법 제116조, 동법시행령 제43조, 동법시행규칙 제57조 별표2에 의한 교육으로써, 국제항해에 취항하는 선박에 승선하고자하는 자에게 선박의 구조 및 설비, 구명설비, 구명통신설비, 생존이론, 소화이론 등을 강의함으로써, 선박의 조난시 생존과 통상항해시 안전사고 등의 발생을 예방하기 위함.",과정코드:AC25
연수원교육과정,해기사/직무 자격과정,기초안전재교육,성인(직업인),"선원법 제116조, 동법시행령 제43조, 동법시행규칙 제57조별표2에 의한 교육으로써, 기초안전교육을 받은 사람으로 유효기간(5년)이 도래한  자를 대상으로 한 교육으로써, 기초안전교육과정의 주요 이론 및 실습을 재 교육함으로써 선박 조난 시 생존과 평상 항해시 안전사고 등의 방지를 교육의 목표로 한다.",과정코드:AC13
연수원교육과정,해기사/직무 자격과정,레이더시뮬레이션교육,성인(직업인),선박의 운항에 필요한 레이더에 관한 기본적인 지식과 실습장비를 이용하여 레이더 장비를 운용할 수 있는 능력 및 레이더로부터 얻은 정보를 해석하고 분석할 수 있는 능력 등을 학습한다.,과정코드:BD01
연수원교육과정,해기사/직무 자격과정,상급안전교육(국내선통합),성인(직업인),"선원법 제116조, 동법시행령 제43조 및 동법시행규칙 제57조에 의하여 1998년 이전에 안전교육을 이수하지 않고 국내항만을 취항하는 선박의 직원으로 승선코져하는 자가 받아야 하는 교육으로, 선박의 구조 및 설비, 구명설비, 구명통신설비, 소화이론 및 소화설비, 응급처치 요령등을 강의함으로써 선박의 조난시 생존 및 평상시 안전확보를 목적으로 한다.",과정코드:AC10
연수원교육과정,해기사/직무 자격과정,상급안전재교육(국제선),성인(직업인),"국제협약(STCW) 및 선원법 제116조, 동법시행령 제43조, 동법시행규칙 제57조에 법적 근거를 둔 국제항에 취항하는 어선 이외의 선박에 선장, 항해사, 기관장, 기관사 및 운항장, 운항사로 승무코져 하는 자가 이전의 신규교육을 받고 5년이 경과되어 다시 받는 교육으로, 다음의 교수요목에서 제시한 구명정수, 상급소화 및 응급처치담당자 교수요목의 강의를 함으로써 선박의 조난시 생존 및 통상 항해시 승무원의 안전을 확보함을 교육의 목적으로 한다.",과정코드:AE01
연수원교육과정,해기사/직무 자격과정,상급안전재교육(상급소화),성인(직업인),"국제협약(STCW) 및 선원법 제106조, 동법시행령 제43조, 동법시행규칙 제57조에 법적 근거를 둔 국제항에 취항하는 어선 이외의 선박에 선장, 항해사, 기관장, 기관사 및 운항장, 운항사로 승무코져 하는 자가 이전의 신규교육을 받고 5년이 경과되어 다시 받는 교육으로, 다음의 교수요목에서 제시한 구명정수, 상급소화 및 응급처치담당자 교수요목의 강의를 함으로써 선박의 조난시 생존 및 통상 항해시 승무원의 안전을 확보함을 교육의 목적으로 한다.",과정코드:AC18
연수원교육과정,해기사/직무 자격과정,여객선상급교육,성인(직업인),"여객선에서 발생할 수 있는 해양사고를 예방하고 만약에 발생할 수 있는 해양사고에 대응할 수 있도록 여객선에 승무하는 선박직원(책임사관)들이 반드시 숙지해야할 지식을 갖춤으로써 사고발생을 예방하는 방법과 피해를 최소화하고 비상상황시 여객을 안전하게 보호할 수 있도록 여객선에 승무하는 선박직원의 능력을 배양하는데 있다. 
 
주요 교육내용은 특히 여객들의 생명과 안전을 최우선적으로 지키기 위해 승무원들이 갖추어야할 직업윤리인 굿 시맨십(Good seamanship)을 비롯한 여객선의 특성에 대한 이해, 군중관리, 여객유도 및 대피훈련(실습), 여객과 화물의 안전 및 복원성, 위기관리 및 인간행동의 특수성 등으로 구성되어 있다.",과정코드:AA16
연수원교육과정,해기사/직무 자격과정,원양선직무교육(상선기관),성인(직업인),"원양수역을 항행구역으로 하는 선박에 선장,1등항해사,기관장,1등기관사,운항장,1등운항사 또는 통신장으로 승무하고자 하는 자를 대상으로 선박의 안전운항에 필요한 새로운 각종 선박 설비 및 계기들의 운용방법, 관련 국내외 법규 및 최신 정보 등을 학습한다.",과정코드:BA05
연수원교육과정,해기사/직무 자격과정,원양선직무교육(상선항해),성인(직업인),"원양수역을 항행구역으로 하는 선박에 선장,1등항해사,기관장,1등기관사,운항장,1등운항사 또는 통신장으로 승무하고자 하는 자를 대상으로 선박의 안전운항에 필요한 새로운 각종 선박 설비 및 계기들의 운용방법, 관련 국내외 법규 및 최신 정보 등을 학습한다.",과정코드:BA04
연수원교육과정,해기사/직무 자격과정,의료관리자자격취득교육,성인(직업인),"선박에서 선원들의 건강관리 및 선내 환경위생을 책임지는 의료관리자가 그 본연의 임무를 원활히 수행할 수 있도록 그에 따른 필수적인 내용 즉, 해부학, 응급처치, 약물학, 환경위생, 공중보건 및 간호학 등의 내용을 강의한다.",과정코드:EH07
연수원교육과정,해기사/직무 자격과정,전자해도장치교육(ECDIS)(5일),성인(직업인),STCW 협약에 의하면 ECDIS를 탑재한 선박의 선장과 항해사는 STCW Code의 Table A-Ⅱ/1에 규정된 지식과 능력을 갖추었다는 자격증명이 요구되고 있다. 선장 및 항해사에 대하여 ECDIS 장치를 이용하여 종래 종이해도에서 요구되던 각종 업무를 수행할 수 있는 능력배양과 교육 이수자의 능력에 대한 국제적 자격인증을 시행하는 것과 IMO Model course 1.27에 따른 상세 교육을 충족하는 것이 본 교육의 목표이다.,과정코드:DH02
연수원교육과정,해기사/직무 자격과정,전파전자급3급통신사(GOC),성인(직업인),"세계해상조난 및 안전제도(GMDSS)관련 무선설비를 갖춘 선박에 승무하여야 할 모든 선장？항해사？운항장 및 운항사는 국제 전파규칙(RR)에서 정한 일반통신사증명서(GOC) 또는 제한통신사증명서(ROC)를 소지하여야 하는 바, RR규정에 의하여 정보통신부장관이 발급하는 GMDSS급 통신사로서 GOC급은 ‘전파전자기능사’, ROC급은 ‘특수급 무선통신사(해상)의 기술자격증이 있다. 또한 선박직원법 제5조(면허의 요건)에서는 선장？항해사？운항장 및 운항사로 승무하고자 하는 자는 그들이 소지한 항해사 또는 운항사 면허 이외에 4급통신사 이상의 면허를 추가로 갖추도록 규정하고 있다.",과정코드:EG24
연수원교육과정,해기사/직무 자격과정,탱커직무교육(액화가스),성인(직업인),"(2) 액화가스직무 : 액화가스탱커에서의 임무에 적절하도록 규칙과 실무지침, 소화, 화학과 물리학, 건강위험, 화물의 격리, 오염, 화물취급설비, 선내작업절차, 안전실무와 장치, 비상절차, 화물작업의 일반원칙을 교육 및 훈련을 실시함으로써 액화가스의 안전과 효율적인 운항을 도모하고 국제적 및 국내적으로 요구되는 승선자격요건을 만족시키는데 있다.",과정코드:CA06
연수원교육과정,해기사/직무 자격과정,탱커직무교육(유조선),성인(직업인),(1) 유조선직무 : 유조선 안전운항을 위한 승조원의 필수지식과 실무적 능력향상을 목표로하여 교육과정을 구성하고 있다.,과정코드:CA04
연수원교육과정,해기사/직무 자격과정,기초안전교육(어선부원),성인(직업인),"선원법 제116조, 동법시행령 제43조, 동법시행규칙 제57조 별표2에 의한 교육으로써, 국제항해에 취항하는 선박에 승선하고자하는 자에게 선박의 구조 및 설비, 구명설비, 구명통신설비, 생존이론, 소화이론 등을 강의함으로써, 선박의 조난시 생존과 통상항해시 안전사고 등의 발생을 예방하기 위함.",과정코드:0004
연수원교육과정,해기사/직무 자격과정,상급안전재교육(구명정조종사),성인(직업인),"국제협약(STCW) 및 선원법 제106조, 동법시행령 제43조, 동법시행규칙 제57조에 법적 근거를 둔 국제항에 취항하는 어선 이외의 선박에 선장, 항해사, 기관장, 기관사 및 운항장, 운항사로 승무코져 하는 자가 이전의 신규교육을 받고 5년이 경과되어 다시 받는 교육으로, 다음의 교수요목에서 제시한 구명정수, 상급소화 및 응급처치담당자 교수요목의 강의를 함으로써 선박의 조난시 생존 및 통상 항해시 승무원의 안전을 확보함을 교육의 목적으로 한다.",과정코드:AC17
연수원교육과정,해기사/직무 자격과정,상급안전재교육(국내선통합),성인(직업인),"선원법 제116조, 동법시행령 제43조 및 동법시행규칙 제57조에 의한 교육으로써, 국내항행에 종사하는 선박에 승무코져 하는자를 대상으로 상급안전교육 3개과정(구명정수, 상급소화, 응급처치당당자)을 통합하여 이수코져 하는 자에게 실시하는 교육으로써, 다음의 교수요목을 강의함으로써 선박의 조난시 생존 및 평상항해시의 안전의 확보를 목표로 한다.",과정코드:AC27
연수원교육과정,해기사/직무 자격과정,상급안전재교육(응급처치담당자),성인(직업인),"국제협약(STCW) 및 선원법 제106조, 동법시행령 제43조, 동법시행규칙 제57조에 법적 근거를 둔 국제항에 취항하는 어선 이외의 선박에 선장, 항해사, 기관장, 기관사 및 운항장, 운항사로 승무코져 하는 자가 이전의 신규교육을 받고 5년이 경과되어 다시 받는 교육으로, 다음의 교수요목에서 제시한 구명정수, 상급소화 및 응급처치담당자 교수요목의 강의를 함으로써 선박의 조난시 생존 및 통상 항해시 승무원의 안전을 확보함을 교육의 목적으로 한다.",과정코드:EH09
연수원교육과정,해기사/직무 자격과정,기초안전재교육,성인(직업인),"선원법 제116조, 동법시행령 제43조, 동법시행규칙 제57조별표2에 의한 교육으로써, 기초안전교육을 받은 사람으로 유효기간(5년)이 도래한  자를 대상으로 한 교육으로써, 기초안전교육과정의 주요 이론 및 실습을 재 교육함으로써 선박 조난 시 생존과 평상 항해시 안전사고 등의 방지를 교육의 목표로 한다.",과정코드:AC13
해양기관현황,해양산업 취업처,검수검정업체,성인(구직자),"검수검정업체 분야 주요 기관/업체: ㈜고려해운, 국보기업㈜, (유)국제검수공사, (합자)국제선박항영사, ㈜그린마린",
해양기관현황,해양산업 취업처,교육기관∙동창회,성인(구직자),"교육기관∙동창회 분야 주요 기관/업체: 강원도립대학교, 경상국립대학교, 경남해양과학고등학교, 국립군산대학교",
해양기관현황,해양산업 취업처,국제해운대리점업체,성인(구직자),"국제해운대리점업체 분야 주요 기관/업체: 가나마린㈜, 거림해운㈜, 경일상운㈜, 경진해운㈜, 교려훼리㈜, 교와한국해운㈜, 국보해운, 그로발스타해운㈜, ㈜글로벌코리아, 늘푸른해운항공㈜",
해양기관현황,해양산업 취업처,선급,성인(구직자),"선급 분야 주요 기관/업체: 라이베리아 기국 한국등록처 법인, 러시아선급협회한국지사, 로이드선급협회아시아, 마샬아일랜드 선박등록처",
해양기관현황,해양산업 취업처,선박금융,성인(구직자),"선박금융 분야 주요 기관/업체: ㈜국제선박투자운용, 세계로선박금융㈜, 캠코선박운용㈜, KSF선박금융㈜",
해양기관현황,해양산업 취업처,여객선사,성인(구직자),"여객선사 분야 주요 기관/업체: 고려훼리㈜, 단동국제항운㈜, 대아고속해운, 대인훼리㈜, 대저해운, 범영훼리㈜",
해양기관현황,해양산업 취업처,예선업체,성인(구직자),"예선업체 분야 주요 기관/업체: ㈜강동해운, 고려예선㈜, 광운선박㈜, 광진선박㈜, 국양쉬핑㈜, 국제물류㈜, ㈜국제해운, 남해선박㈜, 대동항업㈜, 대동해운㈜",
해양기관현황,해양산업 취업처,유관기관∙단체,성인(구직자),"유관기관∙단체 분야 주요 기관/업체: 경기평택항만공사, 국립해양박물관, 국민건강보험공단 부산중부지사, 법무법인 국제, (사)대한민국해양연맹, (사)대한조선학회, 법무법인 로앤케이, 부산본부세관, (재)부산연구원, 부산출입국 외국인청",
해양기관현황,해양산업 취업처,정부기관,성인(구직자),"정부기관 분야 주요 기관/업체: 해양수산부, 군산지방해양수산청, 대산지방해양수산청, 동해지방해양수산청, 마산지방해양수산청",
해양기관현황,해양산업 취업처,한국항만물류업체,성인(구직자),"한국항만물류업체 분야 주요 기관/업체: 삼성중공업㈜, 광양항서부컨테이너터미널㈜, 대주기업㈜, 대주중공업㈜, ㈜동방",
해양기관현황,해양산업 취업처,한국해운중개업체,성인(구직자),"한국해운중개업체 분야 주요 기관/업체: 가야해운, 고려용선㈜, 네오스타마리타임, 동진상운㈜, ㈜비엔씨쉽브로킹, 서로해운㈜, 아넥스쉬핑㈜, 아라해운㈜, 아산마리타임㈜, 아시아용선㈜",
해양기관현황,해양산업 취업처,해운회사,성인(구직자),"해운회사 분야 주요 기관/업체: ㈜가나마린, 거영해운㈜, 거제선박㈜, 경일상운㈜, ㈜고려에스엠, 고려해운㈜, 골디락스쉬핑㈜, 광명해운㈜, 국민비투멘㈜, 국양해운㈜",
해양기관현황,해양산업 취업처,협회,성인(구직자),"협회 분야 주요 기관/업체: (사)한국도선사협회, 한국도선안전교육연구센터, 군산항도선사회, 대산항도선사회, 동해항도선사회",
NCS능력단위,해양 직무 국가직무능력표준(NCS),선위결정,성인(직업인),"[정의] 선위결정이란 안전하게 항해하기 위하여 육지물표, 천체 및 전파항법장치를 이용하여 선박의 위치를 정확하게 측정하는 능력이다.

- 육지물표이용하기: 1.1 선위측정에 항로표지를 이용할 수 있다.
1.2 선위측정에 해도도식을 이용할 수 있다.
1.3 선위측정에 종이해도와 전자해도를 이용할 수 있다.
1.4 선위측정에 수로서지를 이용할 수 있다.
1.5 방위개정을 통해 자차곡선도를 작성할 수 있다.
1.6 동시관측과 격시관측을 통해 선위를 결정할 수 있다.
- 천측이용 선위결정하기: 2.1 천측 선위결정에 필요한 천체의 특성에 대해 설명할 수 있다.
2.2 천구의 기본용어를 설명할 수 있다.
2.3 천측력과 천측력 계산표의 구성을 설명할 수 있다.
2.4 육분의 기기 오차를 수정할 수 있다.
2.5 육분의를 이용하여 측정한 고도를 수정할 수 있다.
2.6 경도에 따른 선박사용시를 계산할 수 있다.
2.7 천측 선위결정에 필요한 자오선정중시, 출몰시, 박명시를 계산할 수 있다.
2.8 천체방위각법을 이용하여 컴퍼스오차를 계산할 수 있다.
2.9 색성법을 이용하여 천체를 식별할 수 있다.
2.10 천체 고도를 측정
- 천측이용 선위결정하기: 【기술】
• 육분의 사용 능력
• 육분의고도 수정 능력
• 시의 계산 능력
• 천체방위각법에 의한 컴퍼스오차 측정 능력
• 색성법을 사용하는 능력
• 위도 계산 능력
• 위치선 계산 능력
• 천측위치선 전이 및 작도 능력
- 전파항법장치이용하기: 3.1 전파의 기본특성을 설명할 수 있다.
3.2 쌍곡선 항법의 원리를 설명할 수 있다.
3.3 Loran-C 시스템을 설명하고, 장치를 작동하여 선위를 해도에 표시할 수 있다.
3.4 GNSS를 설명할 수 있다.
3.5 GPS 및 DGPS의 측정원리를 설명하고 장치를 작동하여 선위를 구할 수 있다.

【지식】
• 항해관련 기본용어
• 항로표지의 종류 및 특성
• 해도와 수로서지의 구성
• 추측위치 및 추정위치
【지식】
• 천구 좌표 및 도법
• 시의 종류 및 시각대
• 천체방위각법(출몰방위각법, 시진방위각법, 고도방위각법, 북극성방위각법)의 원리
• Star finder, 천측계산표(Pub. No.229, No.249)의 구성
• 천측위치선에 대한 지식
【지식】
• Loran-C 시스템에 대한 지식
• GNSS 시스템에 대한 지식
• GPS의 구성 및 측정원리
• DGPS의 측정원리
【기술】
• 해도 및 수로서지 개정 능력
• 자차 계산 및 자차곡선도 작성 능력
• 조석 계산 능력
• 위치선 전이 및 작도 능력
【기술】
• 육분의 사용 능력
• 육분의고도 수정 능력
• 시의 계산 능력
• 천체방위각법에 의한 컴퍼스오차 측정 능력
• 색성법을 사용하는 능력
• 위도 계산 능력
• 위치선 계산 능력
• 천측위치선 전이 및 작도 능력
【기술】
• Loran-C 운용 능력
• (D)GPS 운용 능력
【태도】
• 선위를 정확하게 측정하려는 태도
• 항로표지와 물표를 주의 깊게 관측하려는 태도
• 계산법을 논리적으로 이해하려는 태도
• 지식을 상호 연계하여 활용하려는 태도
• 문제를 유연하게 생각하려는 태도
【태도】
• 천체고도를 정확하게 측정하려는 태도
• 계산법을 논리적으로 이해하려는 태도
• 정확하게 작동하려는 태도
• 지식을 상호 연계하여 활용하려는 태도
• 문제를 유연하게 생각하려는 태도
【태도】
• 전파항법장치 작동절차서를 준수하려는 태도
• 전파항법장치로 얻은 위치 과신에 대한 주의
• 지식을 상호 연계하여 활용하려는",NCS코드:0903010102_16v2
